product_id,concern,label,sources,category
4601,oiliness,0,,around eye cream
13146,oiliness,1,category:facial cleanser,facial cleanser
12479,age,1,category:anti aging,anti aging
15182,moisture,1,category:makeup remover,makeup remover
13205,age,1,category:serums essences,serums essences
15128,age,0,,toners astringents
4633,moisture,0,,around eye cream
1883,wrinkle,1,category:anti aging,anti aging
14125,wrinkle,1,category:facial moisturizer treatment,facial moisturizer treatment
1484,eyebag,0,,facial cleanser
15094,wrinkle,1,category:facial moisturizer treatment,facial moisturizer treatment
8444,moisture,1,ingredient,toners astringents
13100,oiliness,0,,around eye cream
7729,age,0,,facial cleanser
7633,acne,0,,serums essences
9139,wrinkle,0,,mask
12652,redness,0,,bb cream
2656,moisture,1,category:mask|ingredient,mask
12231,wrinkle,0,,facial cleanser
8122,acne,0,,serums essences
5083,wrinkle,1,category:around eye cream,around eye cream
10073,redness,1,category:facial cleanser,facial cleanser
16220,oiliness,0,category_negative:facial moisturizer treatment,facial moisturizer treatment
10460,moisture,1,category:serums essences|ingredient,serums essences
11904,acne,0,,facial moisturizer treatment
6897,redness,0,,serums essences
9762,age,1,category:serums essences,serums essences
14147,age,1,category:serums essences,serums essences
376,moisture,1,category:mask|ingredient,mask
9688,wrinkle,0,,facial cleanser
4726,age,0,,facial cleanser
13705,eyebag,0,,anti aging
3843,oiliness,1,category:mask,mask
3242,moisture,1,ingredient,cc cream
834,age,1,category:serums essences,serums essences
13912,eyebag,0,,facial moisturizer treatment
8967,moisture,1,category:mask|ingredient,mask
4129,oiliness,1,category:mask,mask
5283,wrinkle,0,,mask
27,oiliness,1,category:mask,mask
3242,redness,0,,cc cream
9817,acne,0,,serums essences
14861,wrinkle,1,category:anti aging,anti aging
4065,eyebag,0,,facial moisturizer treatment
14352,oiliness,0,,makeup remover
10412,eyebag,0,,toners astringents
7261,wrinkle,1,category:serums essences,serums essences
3323,wrinkle,1,category:facial moisturizer treatment,facial moisturizer treatment
10141,oiliness,0,category_negative:facial moisturizer treatment,facial moisturizer treatment
6890,oiliness,1,category:facial cleanser,facial cleanser
803,oiliness,1,category:mask,mask
11369,age,0,,mask
4064,moisture,1,category:mask|ingredient,mask
8249,moisture,1,category:serums essences|ingredient,serums essences
13496,wrinkle,0,,facial cleanser
11428,oiliness,1,category:oil controller,oil controller
2592,wrinkle,0,,mask
12470,age,1,category:facial moisturizer treatment,facial moisturizer treatment
8577,moisture,1,ingredient,toners astringents
7781,redness,0,,mask
3713,oiliness,1,category:toners astringents,toners astringents
13907,age,1,category:serums essences,serums essences
14118,acne,0,,serums essences
5641,redness,0,,anti aging
5650,oiliness,0,category_negative:facial moisturizer treatment,facial moisturizer treatment
10784,acne,0,,facial moisturizer treatment
13708,wrinkle,0,,makeup remover
5396,oiliness,1,category:mask,mask
15518,acne,0,,around eye cream
7072,age,0,,toners astringents
3251,redness,1,ingredient,mask
218,age,1,category:facial moisturizer treatment,facial moisturizer treatment
6373,eyebag,0,,mask
13729,wrinkle,1,category:facial moisturizer treatment,facial moisturizer treatment
4835,moisture,1,category:serums essences,serums essences
269,acne,1,category:mask,mask
15115,moisture,1,category:facial moisturizer treatment,facial moisturizer treatment
32,age,0,,bb cream
12824,acne,1,category:mask,mask
8436,redness,1,category:facial cleanser,facial cleanser
12545,age,0,,toners astringents
1619,moisture,1,category:mask,mask
10376,acne,1,category:facial cleanser,facial cleanser
1172,moisture,1,category:facial moisturizer treatment|ingredient,facial moisturizer treatment
8184,wrinkle,0,,facial cleanser
15332,acne,1,category:facial cleanser,facial cleanser
2894,acne,1,category:mask,mask
8420,moisture,1,category:serums essences|ingredient,serums essences
10787,acne,0,,anti aging
1009,moisture,1,category:serums essences|ingredient,serums essences
4884,redness,1,category:around eye cream,around eye cream
8827,age,0,,facial cleanser
15519,wrinkle,1,category:anti aging,anti aging
10162,eyebag,0,,facial moisturizer treatment
10012,eyebag,0,,facial cleanser
7538,wrinkle,1,category:serums essences,serums essences
6594,wrinkle,1,category:facial moisturizer treatment,facial moisturizer treatment
13096,redness,0,,mask
10345,wrinkle,1,category:facial moisturizer treatment,facial moisturizer treatment
3863,redness,0,,mask
476,redness,1,ingredient,serums essences
9658,wrinkle,1,category:facial moisturizer treatment,facial moisturizer treatment
6682,redness,0,,serums essences
15731,oiliness,1,category:facial cleanser,facial cleanser
2971,acne,0,,anti aging
16078,redness,1,ingredient,mask
2334,eyebag,0,,facial cleanser
9787,age,0,,facial cleanser
13946,redness,0,,pore strips
8275,moisture,1,category:facial moisturizer treatment,facial moisturizer treatment
9897,wrinkle,0,,mask
4464,eyebag,0,,cc cream
4830,redness,0,,serums essences
6585,acne,0,,around eye cream
7880,redness,1,category:around eye cream,around eye cream
14888,moisture,0,,toners astringents
4215,eyebag,0,,facial moisturizer treatment
2609,eyebag,0,,facial moisturizer treatment
5062,redness,0,,bb cream
10785,redness,1,ingredient,facial moisturizer treatment
16373,eyebag,0,,serums essences
4917,acne,0,,serums essences
2324,redness,0,,serums essences
10141,age,1,category:facial moisturizer treatment|ingredient,facial moisturizer treatment
5668,age,0,,toners astringents
1938,oiliness,0,,anti aging
6656,wrinkle,1,category:serums essences,serums essences
11312,redness,0,,mask
8659,age,0,,toners astringents
8487,acne,0,,serums essences
9606,moisture,1,category:facial moisturizer treatment,facial moisturizer treatment
12963,moisture,1,category:mask|ingredient,mask
5628,age,1,category:serums essences|ingredient,serums essences
15244,age,1,category:serums essences,serums essences
12114,oiliness,0,category_negative:facial moisturizer treatment,facial moisturizer treatment
7268,eyebag,0,,serums essences
14955,oiliness,1,category:facial cleanser,facial cleanser
15273,moisture,1,ingredient,cc cream
9212,oiliness,0,,serums essences
15480,moisture,1,ingredient,around eye cream
11912,eyebag,0,,mask
11392,oiliness,1,category:facial cleanser,facial cleanser
8242,age,0,,toners astringents
8044,moisture,0,,toners astringents
12997,moisture,1,category:mask|ingredient,mask
7644,redness,1,category:facial cleanser,facial cleanser
5582,acne,0,,serums essences
8382,acne,1,category:toners astringents,toners astringents
14920,acne,1,category:toners astringents,toners astringents
885,acne,1,category:facial cleanser,facial cleanser
3268,wrinkle,1,category:facial moisturizer treatment,facial moisturizer treatment
1153,moisture,1,category:mask|ingredient,mask
6312,wrinkle,0,,facial cleanser
4384,moisture,1,category:mask|ingredient,mask
15508,acne,0,,facial moisturizer treatment
13870,acne,0,,facial moisturizer treatment
13608,age,0,,mask
9529,acne,1,category:facial cleanser,facial cleanser
9984,age,0,,makeup remover
5762,redness,0,,mask
7100,redness,1,category:makeup remover,makeup remover
12043,acne,1,category:facial cleanser,facial cleanser
14508,redness,1,category:around eye cream,around eye cream
1585,age,1,category:facial moisturizer treatment,facial moisturizer treatment
14359,eyebag,1,category:around eye cream,around eye cream
2219,redness,1,category:facial cleanser,facial cleanser
527,wrinkle,1,category:around eye cream,around eye cream
4430,age,0,,mask
6096,eyebag,0,,mask
2918,eyebag,0,,serums essences
800,wrinkle,0,,mask
15576,moisture,1,category:serums essences,serums essences
3713,wrinkle,0,,toners astringents
14777,redness,0,,serums essences
9720,moisture,1,category:facial moisturizer treatment|ingredient,facial moisturizer treatment
12350,age,0,,facial cleanser
15890,oiliness,0,category_negative:facial moisturizer treatment,facial moisturizer treatment
10727,eyebag,0,,facial moisturizer treatment
4771,age,1,ingredient,facial cleanser
2030,acne,1,category:facial cleanser,facial cleanser
4048,redness,1,category:around eye cream,around eye cream
8074,oiliness,0,,serums essences
9817,oiliness,0,,serums essences
1124,oiliness,1,category:facial cleanser,facial cleanser
12620,oiliness,0,category_negative:facial moisturizer treatment,facial moisturizer treatment
6076,eyebag,0,,serums essences
2487,moisture,0,,toners astringents
12740,wrinkle,1,category:around eye cream,around eye cream
9776,redness,1,category:toners astringents,toners astringents
3558,acne,1,category:toners astringents,toners astringents
3954,moisture,1,ingredient,around eye cream
7554,age,0,,mask
1198,eyebag,0,,facial moisturizer treatment
15149,oiliness,0,category_negative:facial moisturizer treatment,facial moisturizer treatment
14520,acne,1,category:facial cleanser,facial cleanser
10719,age,0,,mask
1388,age,0,,facial cleanser
8529,moisture,1,ingredient,facial cleanser
2956,acne,0,,facial moisturizer treatment
8055,moisture,1,category:serums essences|ingredient,serums essences
15786,redness,1,category:facial cleanser,facial cleanser
13964,moisture,1,category:serums essences,serums essences
6093,wrinkle,1,category:around eye cream|ingredient,around eye cream
13003,moisture,1,category:facial moisturizer treatment|ingredient,facial moisturizer treatment
8552,eyebag,0,,bb cream
3641,age,0,,toners astringents
4649,moisture,1,category:facial moisturizer treatment,facial moisturizer treatment
5879,moisture,0,,facial cleanser
6488,acne,1,category:facial cleanser,facial cleanser
11504,acne,0,,serums essences
8940,acne,0,,facial moisturizer treatment
11339,oiliness,0,category_negative:facial moisturizer treatment,facial moisturizer treatment
7384,redness,0,,facial moisturizer treatment
2599,eyebag,0,,facial moisturizer treatment
8278,age,0,,mask
11760,wrinkle,0,,toners astringents
15384,redness,0,,anti aging
15497,redness,0,,facial moisturizer treatment
8844,oiliness,1,category:mask,mask
13030,oiliness,0,,makeup remover
1009,age,1,category:serums essences,serums essences
8224,moisture,1,category:serums essences|ingredient,serums essences
15128,redness,1,category:toners astringents,toners astringents
10387,age,1,category:serums essences,serums essences
5067,redness,1,category:makeup remover,makeup remover
2146,oiliness,0,category_negative:facial moisturizer treatment,facial moisturizer treatment
14069,wrinkle,1,category:around eye cream,around eye cream
9882,oiliness,1,category:toners astringents,toners astringents
391,moisture,1,category:mask|ingredient,mask
5049,age,0,,facial cleanser
1195,eyebag,0,,cc cream
15260,moisture,1,category:mask|ingredient,mask
1264,oiliness,1,category:mask,mask
6005,wrinkle,1,category:facial moisturizer treatment,facial moisturizer treatment
1789,eyebag,0,,facial moisturizer treatment
4298,oiliness,0,,makeup remover
6332,oiliness,1,category:facial cleanser,facial cleanser
2797,eyebag,0,,oil controller
14536,wrinkle,1,category:serums essences,serums essences
6893,oiliness,0,category_negative:facial moisturizer treatment,facial moisturizer treatment
9487,oiliness,1,category:facial cleanser,facial cleanser
6623,eyebag,1,category:around eye cream|ingredient,around eye cream
7458,redness,0,,serums essences
738,moisture,1,category:mask|ingredient,mask
10584,acne,0,,serums essences
12625,oiliness,0,,serums essences
7435,redness,1,category:facial cleanser,facial cleanser
9076,eyebag,0,,facial cleanser
10678,eyebag,0,,serums essences
2430,eyebag,0,,facial cleanser
3369,moisture,1,category:mask|ingredient,mask
2037,moisture,1,category:facial moisturizer treatment,facial moisturizer treatment
11895,eyebag,0,,serums essences
9053,wrinkle,1,category:around eye cream|ingredient,around eye cream
6554,eyebag,0,,facial cleanser
445,moisture,1,category:serums essences|ingredient,serums essences
1117,eyebag,0,,facial moisturizer treatment
16053,moisture,1,category:mask|ingredient,mask
2388,age,0,,makeup remover
5379,wrinkle,1,category:serums essences,serums essences
13142,acne,0,,serums essences
14101,oiliness,1,category:mask,mask
7515,acne,0,,facial moisturizer treatment
6919,age,0,,around eye cream
8942,wrinkle,0,,facial cleanser
2387,moisture,1,category:facial moisturizer treatment|ingredient,facial moisturizer treatment
11749,wrinkle,0,,facial cleanser
3521,age,1,category:serums essences|ingredient,serums essences
8964,eyebag,0,,facial moisturizer treatment
6567,age,0,,mask
1049,redness,0,,facial moisturizer treatment
4917,oiliness,0,,serums essences
10186,wrinkle,1,category:facial moisturizer treatment,facial moisturizer treatment
6537,acne,1,ingredient,facial moisturizer treatment
5445,redness,0,,bb cream
4673,eyebag,1,category:around eye cream,around eye cream
8702,moisture,1,category:mask|ingredient,mask
5,acne,0,,facial moisturizer treatment
4851,age,0,,facial cleanser
4366,redness,0,,mask
8219,wrinkle,1,category:facial moisturizer treatment,facial moisturizer treatment
509,wrinkle,1,category:facial moisturizer treatment,facial moisturizer treatment
1683,age,1,category:facial moisturizer treatment,facial moisturizer treatment
12771,oiliness,0,,serums essences
7789,eyebag,0,,serums essences
7645,moisture,0,,toners astringents
2078,redness,1,category:makeup remover,makeup remover
10129,wrinkle,1,category:facial moisturizer treatment,facial moisturizer treatment
13716,oiliness,0,category_negative:facial moisturizer treatment,facial moisturizer treatment
16346,age,0,,mask
12059,acne,0,,serums essences
6652,eyebag,0,,bb cream
4225,moisture,0,,anti aging
8690,acne,1,category:facial cleanser,facial cleanser
14666,age,0,,bb cream
7242,moisture,1,ingredient,around eye cream
15014,acne,0,,facial moisturizer treatment
14809,moisture,1,category:makeup remover|ingredient,makeup remover
10090,acne,1,category:facial cleanser,facial cleanser
13732,acne,0,,serums essences
11983,redness,0,,facial moisturizer treatment
15405,wrinkle,0,,mask
9291,acne,0,,makeup remover
12096,eyebag,0,,mask
8014,moisture,1,category:facial moisturizer treatment|ingredient,facial moisturizer treatment
1027,oiliness,0,category_negative:facial moisturizer treatment,facial moisturizer treatment
11741,wrinkle,0,,toners astringents
5911,oiliness,1,category:facial cleanser,facial cleanser
3182,acne,1,category:facial cleanser,facial cleanser
12389,redness,0,,serums essences
11875,wrinkle,0,,facial cleanser
10397,eyebag,0,,mask
9160,acne,1,ingredient,around eye cream
2926,moisture,1,category:mask|ingredient,mask
6086,wrinkle,0,,mask
16197,age,1,category:facial moisturizer treatment,facial moisturizer treatment
6130,redness,1,category:around eye cream,around eye cream
15567,acne,0,,around eye cream
11235,oiliness,1,category:facial cleanser,facial cleanser
11404,eyebag,0,,serums essences
3401,moisture,1,ingredient,around eye cream
4258,acne,1,category:mask,mask
13094,acne,0,,serums essences
10042,acne,1,category:facial cleanser,facial cleanser
9813,eyebag,0,,facial cleanser
1626,redness,1,ingredient,facial moisturizer treatment
3058,age,0,,toners astringents
14584,eyebag,0,,facial moisturizer treatment
7331,wrinkle,0,,makeup remover
5588,wrinkle,1,category:serums essences,serums essences
4649,age,1,category:facial moisturizer treatment,facial moisturizer treatment
138,age,1,category:facial moisturizer treatment,facial moisturizer treatment
14268,eyebag,0,,toners astringents
12515,wrinkle,0,,mask
8117,moisture,1,ingredient,facial cleanser
5076,eyebag,0,,facial cleanser
3231,redness,1,category:facial cleanser,facial cleanser
7237,redness,1,ingredient,facial moisturizer treatment
1160,moisture,1,ingredient,cc cream
6812,eyebag,0,,facial moisturizer treatment
9020,oiliness,0,,serums essences
5139,wrinkle,0,,mask
4838,acne,1,category:mask,mask
14979,moisture,1,ingredient,around eye cream
192,eyebag,0,,toners astringents
10392,age,0,,mask
5774,redness,1,category:around eye cream,around eye cream
12743,wrinkle,1,category:serums essences,serums essences
12293,acne,1,category:mask,mask
3966,redness,0,,facial moisturizer treatment
6410,wrinkle,1,category:facial moisturizer treatment,facial moisturizer treatment
3935,oiliness,1,category:facial cleanser,facial cleanser
13864,redness,0,,bb cream
3667,wrinkle,0,,mask
2369,moisture,1,category:serums essences|ingredient,serums essences
1182,wrinkle,0,,mask
15992,oiliness,1,category:facial cleanser,facial cleanser
10477,acne,1,category:mask,mask
1620,oiliness,1,category:mask,mask
1254,oiliness,0,,serums essences
9745,redness,1,category:toners astringents,toners astringents
1241,redness,0,,mask
4040,moisture,1,category:facial moisturizer treatment,facial moisturizer treatment
3824,acne,1,category:facial cleanser,facial cleanser
3409,age,0,,mask
8225,oiliness,1,category:facial cleanser,facial cleanser
267,wrinkle,0,,facial cleanser
4733,acne,0,,facial moisturizer treatment
11682,age,0,,toners astringents
1912,moisture,0,,facial cleanser
6470,acne,1,category:mask,mask
16415,redness,1,ingredient,facial moisturizer treatment
15709,wrinkle,0,,toners astringents
5688,wrinkle,1,category:serums essences,serums essences
4296,acne,0,,facial moisturizer treatment
13413,oiliness,0,,makeup remover
3122,oiliness,1,category:facial cleanser,facial cleanser
13718,wrinkle,0,,toners astringents
436,redness,0,,cc cream
14848,redness,0,,facial moisturizer treatment
3726,oiliness,1,category:toners astringents,toners astringents
13671,age,0,,makeup remover
12389,wrinkle,1,category:serums essences,serums essences
9940,acne,0,,around eye cream
2917,oiliness,0,,serums essences
4945,moisture,1,category:mask|ingredient,mask
1900,moisture,1,category:serums essences|ingredient,serums essences
3682,age,1,category:serums essences,serums essences
15662,moisture,0,,anti aging
2325,age,0,,mask
1513,eyebag,0,,facial cleanser
483,oiliness,0,,makeup remover
16517,acne,0,,serums essences
8886,wrinkle,1,category:serums essences,serums essences
1717,acne,0,,around eye cream
2436,moisture,1,ingredient,toners astringents
5902,redness,1,category:facial cleanser,facial cleanser
5647,moisture,1,category:serums essences|ingredient,serums essences
5801,redness,0,,serums essences
12996,redness,0,,mask
13223,acne,1,category:toners astringents,toners astringents
3161,acne,0,ingredient_negative,makeup remover
13527,wrinkle,0,,mask
2529,oiliness,0,,serums essences
2232,moisture,1,ingredient,around eye cream
2907,eyebag,0,,anti aging
4029,moisture,1,ingredient,facial cleanser
1698,acne,1,category:toners astringents,toners astringents
6232,oiliness,0,,around eye cream
5473,oiliness,0,,makeup remover
143,acne,0,,serums essences
4848,acne,0,,makeup remover
13102,acne,1,category:toners astringents,toners astringents
10533,wrinkle,0,,facial cleanser
15098,moisture,1,category:serums essences|ingredient,serums essences
11150,age,0,,mask
15121,acne,0,,cc cream
10512,acne,0,,facial moisturizer treatment
8192,oiliness,1,category:mask,mask
7390,acne,1,category:facial cleanser,facial cleanser
14039,redness,0,,mask
15751,moisture,1,category:serums essences|ingredient,serums essences
982,moisture,1,category:facial moisturizer treatment,facial moisturizer treatment
13031,redness,0,,serums essences
8644,redness,0,,bb cream
7973,eyebag,0,,toners astringents
13563,redness,1,category:around eye cream,around eye cream
9861,acne,0,,facial moisturizer treatment
12848,oiliness,1,category:mask,mask
8507,oiliness,1,category:facial cleanser,facial cleanser
14141,acne,1,category:mask,mask
1818,redness,0,,mask
3638,oiliness,0,,around eye cream
9396,wrinkle,0,,mask
14496,wrinkle,0,,mask
58,age,1,category:facial moisturizer treatment,facial moisturizer treatment
6858,acne,0,,serums essences
5716,redness,0,,facial moisturizer treatment
13262,moisture,1,ingredient,toners astringents
2449,wrinkle,1,category:serums essences,serums essences
15468,eyebag,0,,facial moisturizer treatment
7991,age,1,ingredient,around eye cream
4686,acne,0,,makeup remover
11224,age,0,,mask
1680,wrinkle,1,category:serums essences,serums essences
10571,acne,0,,anti aging
1433,oiliness,1,category:facial cleanser,facial cleanser
10915,wrinkle,1,category:serums essences,serums essences
3608,wrinkle,0,,facial cleanser
13241,wrinkle,1,category:facial moisturizer treatment,facial moisturizer treatment
10587,acne,0,,facial moisturizer treatment
15620,oiliness,1,category:facial cleanser,facial cleanser
2562,age,1,category:serums essences,serums essences
2592,moisture,1,category:mask|ingredient,mask
14004,age,1,category:serums essences|ingredient,serums essences
10526,wrinkle,1,category:around eye cream,around eye cream
7505,oiliness,1,category:mask,mask
349,oiliness,0,,serums essences
16117,acne,1,category:facial cleanser,facial cleanser
10726,age,0,,mask
16553,age,0,,facial cleanser
9044,redness,0,,serums essences
10471,age,0,,facial cleanser
3774,redness,0,,mask
2812,wrinkle,1,category:anti aging,anti aging
7678,age,1,category:serums essences,serums essences
5578,eyebag,0,,serums essences
12065,age,0,,toners astringents
13023,moisture,1,category:mask|ingredient,mask
6314,eyebag,0,,mask
3747,wrinkle,1,category:serums essences,serums essences
1505,redness,0,,facial moisturizer treatment
14884,acne,1,category:mask,mask
11485,oiliness,0,,serums essences
3556,wrinkle,1,category:anti aging,anti aging
9978,acne,0,,makeup remover
3190,redness,1,category:facial cleanser,facial cleanser
9613,age,1,category:serums essences,serums essences
14169,oiliness,0,,around eye cream
15662,wrinkle,1,category:anti aging,anti aging
1194,age,0,,bb cream
11305,redness,0,,mask
11323,wrinkle,1,category:serums essences,serums essences
8733,wrinkle,1,category:facial moisturizer treatment,facial moisturizer treatment
4514,acne,1,category:mask,mask
3141,age,1,category:serums essences,serums essences
1526,oiliness,1,category:mask,mask
8454,redness,0,,serums essences
10566,acne,0,,facial moisturizer treatment
13269,redness,0,,facial moisturizer treatment
3936,acne,1,category:facial cleanser,facial cleanser
4833,acne,1,category:facial cleanser,facial cleanser
2786,acne,1,category:mask,mask
13434,age,0,,facial cleanser
15021,acne,1,category:toners astringents,toners astringents
11747,redness,1,category:facial cleanser,facial cleanser
3837,age,1,category:facial moisturizer treatment,facial moisturizer treatment
3290,oiliness,0,category_negative:facial moisturizer treatment,facial moisturizer treatment
4135,acne,0,,facial moisturizer treatment
2048,redness,1,ingredient,serums essences
4754,acne,1,ingredient,serums essences
3152,oiliness,1,category:facial cleanser,facial cleanser
10251,eyebag,0,,facial moisturizer treatment
7540,acne,1,category:mask,mask
3312,moisture,0,,facial cleanser
8828,acne,0,,makeup remover
8724,wrinkle,0,,mask
6874,eyebag,0,,facial moisturizer treatment
13840,eyebag,1,category:around eye cream,around eye cream
13008,acne,0,,facial moisturizer treatment
6554,moisture,1,ingredient,facial cleanser
9672,age,0,,makeup remover
5005,redness,0,,serums essences
11459,redness,0,,facial moisturizer treatment
4822,moisture,1,category:mask|ingredient,mask
7829,wrinkle,0,,mask
2983,oiliness,0,,around eye cream
11958,moisture,1,category:facial moisturizer treatment|ingredient,facial moisturizer treatment
12319,oiliness,0,,serums essences
1920,wrinkle,0,,mask
15831,oiliness,1,category:facial cleanser,facial cleanser
2385,eyebag,0,,anti aging
14264,oiliness,0,,around eye cream
63,redness,1,category:makeup remover,makeup remover
13908,acne,1,category:pore strips,pore strips
2168,wrinkle,1,category:serums essences|ingredient,serums essences
3064,age,1,category:facial moisturizer treatment,facial moisturizer treatment
15322,oiliness,0,category_negative:facial moisturizer treatment,facial moisturizer treatment
13444,wrinkle,0,,bb cream
5260,wrinkle,0,,cc cream
6995,age,0,,facial cleanser
12931,redness,1,category:facial cleanser,facial cleanser
6119,acne,0,,serums essences
12804,wrinkle,1,category:serums essences|ingredient,serums essences
10052,eyebag,0,,cc cream
6742,wrinkle,0,,toners astringents
10594,age,1,category:facial moisturizer treatment,facial moisturizer treatment
3200,redness,0,,anti aging
11246,acne,1,category:toners astringents,toners astringents
13437,eyebag,0,,mask
12333,redness,1,ingredient,facial moisturizer treatment
4458,oiliness,1,category:mask,mask
6117,moisture,1,ingredient,around eye cream
13924,age,0,,mask
15929,wrinkle,0,,facial cleanser
2833,eyebag,0,,facial cleanser
1370,eyebag,0,,serums essences
1929,moisture,1,category:mask|ingredient,mask
10545,moisture,1,category:serums essences,serums essences
779,redness,1,category:makeup remover,makeup remover
8911,oiliness,0,,around eye cream
11302,age,0,,facial cleanser
15522,acne,0,,around eye cream
5387,eyebag,0,,facial moisturizer treatment
5613,eyebag,0,,toners astringents
10075,acne,1,category:facial cleanser,facial cleanser
15221,oiliness,0,category_negative:facial moisturizer treatment,facial moisturizer treatment
3195,redness,0,,mask
8666,oiliness,0,,bb cream
8086,acne,0,,serums essences
2452,acne,1,ingredient,facial moisturizer treatment
10439,acne,1,category:facial cleanser,facial cleanser
10191,moisture,1,category:facial moisturizer treatment|ingredient,facial moisturizer treatment
11542,redness,0,,serums essences
4810,moisture,1,ingredient,facial cleanser
12859,acne,1,category:mask,mask
16409,oiliness,0,,serums essences
2563,acne,1,category:toners astringents,toners astringents
10142,acne,1,category:facial cleanser,facial cleanser
3372,age,0,,facial cleanser
2287,redness,1,category:facial cleanser,facial cleanser
2985,eyebag,0,,toners astringents
8127,oiliness,1,category:toners astringents,toners astringents
8375,wrinkle,0,,bb cream
10029,wrinkle,0,,cc cream
14799,moisture,1,category:serums essences|ingredient,serums essences
1765,acne,0,,facial moisturizer treatment
8565,acne,1,category:mask,mask
10520,eyebag,0,,facial cleanser
14987,acne,0,,serums essences
3414,acne,1,ingredient,facial moisturizer treatment
13160,redness,0,,facial moisturizer treatment
10772,oiliness,1,category:facial cleanser,facial cleanser
10592,oiliness,0,,around eye cream
5245,redness,0,,mask
15567,wrinkle,1,category:around eye cream,around eye cream
15248,age,0,,facial cleanser
8686,age,0,,makeup remover
2499,wrinkle,0,,cc cream
16189,acne,0,,facial moisturizer treatment
8439,redness,0,,facial moisturizer treatment
9000,acne,1,category:mask|ingredient,mask
1964,eyebag,0,,facial cleanser
4665,oiliness,0,category_negative:facial moisturizer treatment,facial moisturizer treatment
11746,eyebag,0,,serums essences
16473,eyebag,0,,serums essences
637,acne,1,category:toners astringents,toners astringents
13606,age,0,,facial cleanser
4669,age,1,category:serums essences,serums essences
916,eyebag,0,,cc cream
9507,oiliness,1,category:mask,mask
6901,wrinkle,0,,mask
2798,redness,1,ingredient,serums essences
15962,wrinkle,0,,pore strips
8261,redness,1,category:facial cleanser,facial cleanser
11625,oiliness,0,,around eye cream
11713,eyebag,0,,serums essences
14060,oiliness,0,category_negative:facial moisturizer treatment,facial moisturizer treatment
10812,wrinkle,1,category:serums essences,serums essences
2234,wrinkle,0,,mask
6271,age,1,category:serums essences,serums essences
10731,eyebag,0,,toners astringents
4525,eyebag,0,,facial cleanser
15230,oiliness,1,category:toners astringents,toners astringents
5990,wrinkle,0,,facial cleanser
10036,oiliness,0,,makeup remover
4950,age,1,category:facial moisturizer treatment,facial moisturizer treatment
9421,acne,0,,serums essences
15952,moisture,1,category:serums essences|ingredient,serums essences
13833,wrinkle,1,category:facial moisturizer treatment,facial moisturizer treatment
9768,acne,1,category:mask,mask
6043,acne,1,category:mask,mask
8932,redness,1,category:facial cleanser|ingredient,facial cleanser
4111,eyebag,0,,facial moisturizer treatment
1075,wrinkle,0,,mask
4354,acne,1,category:facial cleanser,facial cleanser
11566,wrinkle,1,category:anti aging|ingredient,anti aging
2904,oiliness,1,category:facial cleanser,facial cleanser
5782,redness,1,category:makeup remover,makeup remover
12898,acne,1,category:mask,mask
4378,wrinkle,1,category:serums essences,serums essences
13253,moisture,1,ingredient,cc cream
12452,age,0,,around eye cream
9407,redness,1,ingredient,facial moisturizer treatment
6108,acne,0,,facial moisturizer treatment
1521,wrinkle,0,,mask
3085,redness,0,,mask
5327,moisture,1,category:serums essences,serums essences
16505,acne,0,,serums essences
10261,age,1,category:anti aging,anti aging
11432,redness,0,,mask
8745,wrinkle,1,category:facial moisturizer treatment,facial moisturizer treatment
8451,oiliness,1,category:facial cleanser,facial cleanser
1153,oiliness,1,category:mask,mask
3486,wrinkle,1,category:facial moisturizer treatment,facial moisturizer treatment
12615,wrinkle,1,category:serums essences,serums essences
7078,wrinkle,0,,toners astringents
3115,redness,0,,bb cream
9,eyebag,0,,makeup remover
12318,moisture,0,,facial cleanser
8966,acne,0,,facial moisturizer treatment
11941,redness,0,,serums essences
9001,acne,0,,serums essences
6992,age,1,category:serums essences,serums essences
5486,redness,0,,mask
12952,acne,1,category:mask,mask
12549,eyebag,1,ingredient,serums essences
9975,acne,1,category:facial cleanser|ingredient,facial cleanser
4101,redness,0,,facial moisturizer treatment
6812,age,1,category:facial moisturizer treatment,facial moisturizer treatment
1812,redness,1,category:facial cleanser,facial cleanser
9398,eyebag,0,,toners astringents
14706,acne,0,,serums essences
15671,wrinkle,0,,facial cleanser
16530,wrinkle,0,,facial cleanser
7293,wrinkle,1,category:around eye cream,around eye cream
10763,moisture,1,ingredient,facial cleanser
13083,moisture,1,category:facial moisturizer treatment,facial moisturizer treatment
8719,age,0,,facial cleanser
16072,oiliness,1,category:toners astringents,toners astringents
1814,wrinkle,1,category:facial moisturizer treatment,facial moisturizer treatment
8761,oiliness,1,category:mask,mask
14936,acne,1,category:mask,mask
16262,wrinkle,0,,mask
15942,wrinkle,1,category:serums essences,serums essences
13551,moisture,1,ingredient,around eye cream
8110,eyebag,0,,toners astringents
13906,eyebag,0,,serums essences
11961,redness,0,,facial moisturizer treatment
13173,age,1,category:facial moisturizer treatment,facial moisturizer treatment
9943,moisture,1,category:serums essences|ingredient,serums essences
11000,eyebag,0,,facial moisturizer treatment
12528,moisture,1,category:facial moisturizer treatment,facial moisturizer treatment
12906,wrinkle,0,,mask
7068,oiliness,0,,makeup remover
13436,eyebag,0,,facial cleanser
506,moisture,0,,toners astringents
